Filename	TrainValidateTest	Style	Genre	Artist
19696.jpg	train	portrait	Rococo	Antoine Pesne
19697.jpg	train	portrait	Neoclassicism	Marie-Guillemine Benoist
19698.jpg	train	portrait	Realism	Nikolay Bogdanov-Belsky
19699.jpg	train	portrait	Impressionism	Peder Severin Kroyer
19700.jpg	train	landscape	Realism	Ivan Shishkin
19701.jpg	train	abstract	Op Art	Walter Leblanc
19702.jpg	train	portrait	Realism	Ivan Kramskoy
19703.jpg	train	portrait	Realism	James McNeill Whistler
19704.jpg	train	landscape	Realism	Charles-Francois Daubigny
19705.jpg	train	landscape	Romanticism	Richard Parkes Bonington
19706.jpg	train	portrait	Expressionism	Amedeo Modigliani
19707.jpg	train	portrait	Biedermeier	Ferdinand Georg Waldmüller
19708.jpg	train	landscape	Realism	Aleksey Savrasov
19709.jpg	train	portrait	Baroque	Jacob Jordaens
19710.jpg	train	portrait	Realism	Iosif Iser
19711.jpg	train	abstract	Art Informel	Wols
19712.jpg	train	portrait	Baroque	John Riley
19713.jpg	train	landscape	Naïve Art (Primitivism)	Adolf Dietrich
19715.jpg	train	abstract	Art Informel	Afro
19716.jpg	train	landscape	Expressionism	Horia Bernea
19717.jpg	train	landscape	Realism	Isaac Levitan
19718.jpg	train	portrait	Japonism	James Tissot
19719.jpg	train	portrait	Expressionism	Paul Klee
19720.jpg	train	portrait	Post-Impressionism	Henri Martin
19721.jpg	train	landscape	Realism	Ivan Shishkin
19722.jpg	train	landscape	Impressionism	Rudolf Schweitzer-Cumpana
19723.jpg	train	landscape	Impressionism	William Merritt Chase
19724.jpg	train	portrait	Shin-hanga	Torii Kotondo
19725.jpg	train	landscape	Post-Impressionism	Emily Carr
19726.jpg	train	portrait	Northern Renaissance	Albrecht Durer
19727.jpg	train	portrait	Expressionism	Jankel Adler
19728.jpg	train	landscape	Symbolism	Konstantin Bogaevsky
19729.jpg	train	portrait	Cubism	Juan Gris
19730.jpg	train	portrait	Realism	Nikolaos Gyzis
19731.jpg	train	portrait	Feminist Art	May Wilson
19732.jpg	train	landscape	Impressionism	David Davies
19733.jpg	train	portrait	Romanticism	Jan Matejko
19734.jpg	train	portrait	Romanticism	Charles Turner
19735.jpg	train	self-portrait	Baroque	Jacob Jordaens
19736.jpg	train	landscape	Cubism	Pyotr Konchalovsky
19737.jpg	train	portrait	Realism	Thomas Eakins
19738.jpg	train	portrait	Rococo	Fyodor Rokotov
19739.jpg	train	abstract	Tachisme	Alexandre Istrati
19740.jpg	train	landscape	Cubo-Futurism	Oleksandr Bogomazov
19741.jpg	train	abstract	Art Informel	Mario Schifano
19742.jpg	train	portrait	Neo-Rococo	Franz Xaver Winterhalter
19743.jpg	train	landscape	Impressionism	Alfred Sisley
19744.jpg	train	abstract	Neoplasticism	Piet Mondrian
19745.jpg	train	portrait	Neoclassicism	William-Adolphe Bouguereau
19746.jpg	train	abstract		Bram Bogart
19747.jpg	train	landscape	Romanticism	Eugene von Guerard
19748.jpg	train	landscape	Rococo	Luis Paret y Alcazar
19749.jpg	train	portrait	Romanticism	Thomas Lawrence
19750.jpg	train	self-portrait	Symbolism	Kuzma Petrov-Vodkin
19751.jpg	train	landscape	Social Realism	Candido Portinari
19752.jpg	train	portrait	Neo-Rococo	Franz Xaver Winterhalter
19753.jpg	train	portrait	Neoclassicism	William Hamilton
19754.jpg	train	abstract	Abstract Art	Alberto Magnelli
19755.jpg	train	portrait	Naïve Art (Primitivism)	Frida Kahlo
19756.jpg	train	landscape	Romanticism	John Atkinson Grimshaw
19757.jpg	train	landscape	Realism	Johan Hendrik Weissenbruch
19758.jpg	train	abstract	Abstract Art	Alexander Calder
19759.jpg	train	portrait	Social Realism	Gerard Sekoto
19760.jpg	train	portrait	Romanticism	Francesco Hayez
19761.jpg	train	portrait	Northern Renaissance	Hans Baldung
19762.jpg	train	abstract	Abstract Expressionism	Robert Goodnough
19763.jpg	train	landscape	Post-Impressionism	Paul Gauguin
19764.jpg	train	landscape	Romanticism	Karl Bodmer
19765.jpg	train	abstract	Abstract Expressionism	John Hoyland
19766.jpg	train	abstract	Nouveau Réalisme	Oskar Holweck
19767.jpg	train	portrait	Japonism	George Henry
19768.jpg	train	portrait	Suprematism	Kazimir Malevich
19769.jpg	train	abstract	Color Field Painting	Gene Davis
19770.jpg	train	landscape	Impressionism	Childe Hassam
19771.jpg	train	abstract	Sōsaku hanga	Maki Haku
19772.jpg	train	landscape	Cubism	Auguste Herbin
19773.jpg	train	portrait	Neoclassicism	William-Adolphe Bouguereau
19774.jpg	train	landscape	Symbolism	Konstantin Bogaevsky
19775.jpg	train	landscape	Realism	Eugene Boudin
19776.jpg	train	portrait	Romanticism	Sir Lawrence Alma-Tadema
19777.jpg	train	abstract	Abstract Expressionism	Jay DeFeo
19778.jpg	train	portrait	Romanticism	Vasily Tropinin
19779.jpg	train	portrait	Art Nouveau (Modern)	Raphael Kirchner
19780.jpg	train	abstract	Minimalism	John McLaughlin
19781.jpg	train	landscape	Realism	Jose Maria Velasco
19782.jpg	train	landscape	Cubism	Raoul Dufy
19783.jpg	train	landscape	Post-Impressionism	Constantine Maleas
19784.jpg	train	landscape		Theodor Severin Kittelsen
19785.jpg	train	portrait	Neoclassicism	John Singleton Copley
19786.jpg	train	abstract	Concretism	Carmelo Arden Quin
19787.jpg	train	landscape	Impressionism	Camille Pissarro
19788.jpg	train	portrait	Romanticism	Karl Bryullov
19789.jpg	train	landscape	Post-Impressionism	Anita Malfatti
19790.jpg	train	landscape	Romanticism	Ivan Aivazovsky
19791.jpg	train	portrait	Academicism	Leon Bonnat
19792.jpg	train	landscape	Impressionism	Alfred Sisley
19793.jpg	train	self-portrait	Romanticism	David Johnson
19794.jpg	train	abstract	Orphism	Fernand Leger
19795.jpg	train	landscape	Romanticism	Marcus Larson
19796.jpg	train	landscape	Pointillism	Henri Martin
19797.jpg	train	portrait	Realism	Henry Ossawa Tanner
19798.jpg	train	abstract	Color Field Painting	Richard Diebenkorn
19799.jpg	train	landscape	Post-Impressionism	Samuel Peploe
19800.jpg	train	portrait	Art Nouveau (Modern)	Sergey Solomko
19801.jpg	train	abstract	Art Informel	Sandu Darie
19802.jpg	train	landscape	Romanticism	Caspar David Friedrich
19803.jpg	train	portrait	Baroque	Luca Giordano
19804.jpg	train	portrait	Romanticism	Thomas Sully
19805.jpg	train	abstract	Concretism	Max Bill
19806.jpg	train	landscape	Impressionism	Claude Monet
19807.jpg	train	abstract	Op Art	Edna Andrade
19808.jpg	train	landscape	Post-Impressionism	Paul Gauguin
19809.jpg	train	abstract	Lyrical Abstraction	Olivier Debre
19810.jpg	train	portrait	American Realism	Robert Henri
19811.jpg	train	landscape	Pointillism	Georges Lemmen
19812.jpg	train	portrait	Lettrism	Isidore Isou
19813.jpg	train	portrait	Academicism	Alexander Ivanov
19814.jpg	train	self-portrait	Romanticism	David Wilkie
19815.jpg	train	portrait	Romanticism	Joseph Wright
19816.jpg	train	portrait	Romanticism	Konstantin Makovsky
19817.jpg	train	portrait	Expressionism	Amedeo Modigliani
19818.jpg	train	landscape	Ukiyo-e	Hiroshige
19819.jpg	train	portrait		Valentin Serov
19820.jpg	train	portrait	Neoclassicism	Jean Auguste Dominique Ingres
19821.jpg	train	portrait	Post-Impressionism	Edouard Vuillard
19822.jpg	train	portrait	Post-Impressionism	Theo van Rysselberghe
19823.jpg	train	abstract	Color Field Painting	Clyfford Still
19824.jpg	train	abstract	Minimalism	Nasreen Mohamedi
19825.jpg	train	landscape	Impressionism	Camille Pissarro
19826.jpg	train	abstract	Neoplasticism	Theo van Doesburg
19827.jpg	train	portrait	Academicism	Christina Robertson
19828.jpg	train	abstract	Neoplasticism	Piet Mondrian
19829.jpg	train	portrait	Cubism	Gustave Buchet
19830.jpg	train	portrait	Impressionism	Mary Cassatt
19831.jpg	train	landscape	Romanticism	Thomas Moran
19832.jpg	train	landscape	Impressionism	Horace Trenerry
19833.jpg	train	landscape	Impressionism	Berthe Morisot
19834.jpg	train	landscape	Romanticism	Ivan Aivazovsky
19835.jpg	train	portrait	Post-Impressionism	Cuno Amiet
19836.jpg	train	portrait	Expressionism	Amedeo Modigliani
19837.jpg	train	portrait	Impressionism	William Merritt Chase
19838.jpg	train	portrait	Neo-Rococo	Franz Xaver Winterhalter
19839.jpg	train	landscape	Impressionism	Alfred Sisley
19840.jpg	train	portrait	Constructivism	El Lissitzky
19841.jpg	train	abstract	Surrealism	Gherasim Luca
19842.jpg	train	portrait	Constructivism	Oskar Schlemmer
19843.jpg	train	portrait	Ukiyo-e	Katsushika Hokusai
19844.jpg	train	landscape	Ukiyo-e	Hiroshige
19845.jpg	train	abstract	Surrealism	Endre Balint
19846.jpg	train	portrait	Verism	Otto Dix
19847.jpg	train	landscape	Expressionism	Martiros Saryan
19848.jpg	train	landscape	Romanticism	Lev Lagorio
19849.jpg	train	portrait	Expressionism	Nicolae Tonitza
19850.jpg	train	portrait	Art Deco	Tamara de Lempicka
19851.jpg	train	portrait	Post-Impressionism	Salvador Dali
19852.jpg	train	landscape	Cubism	Louis Marcoussis
19853.jpg	train	landscape	Tonalism	Leon Dabo
19854.jpg	train	portrait	Impressionism	Pierre-Auguste Renoir
19855.jpg	train	portrait	Neoclassicism	Jean Auguste Dominique Ingres
19856.jpg	train	portrait	Impressionism	Joaquín Sorolla
19857.jpg	train	abstract	Concretism	Robert Strubin
19858.jpg	train	abstract	Action painting	Jackson Pollock
19859.jpg	train	landscape	Realism	Aleksey Savrasov
19860.jpg	train	portrait	Rococo	Maurice Quentin de La Tour
19861.jpg	train	portrait	Romanticism	Paul Cezanne
19862.jpg	train	landscape	Naïve Art (Primitivism)	Alfred Wallis
19863.jpg	train	portrait	Realism	Viktor Vasnetsov
19864.jpg	train	portrait	Romanticism	Joaquin Manuel Fernandez Cruzado
19865.jpg	train	landscape	Divisionism	Henri Martin
19866.jpg	train	abstract	Abstract Art	Lawren Harris
19867.jpg	train	abstract	Lyrical Abstraction	Helen Frankenthaler
19868.jpg	train	portrait	Expressionism	Georges Braque
19869.jpg	train	portrait	Impressionism	Edgar Degas
19870.jpg	train	landscape	Rococo	Richard Wilson
19871.jpg	train	portrait	Neo-Rococo	Franz Xaver Winterhalter
19872.jpg	train	landscape	Impressionism	John Singer Sargent
19873.jpg	train	portrait	Rococo	Vladimir Borovikovsky
19874.jpg	train	abstract	Lyrical Abstraction	Helen Frankenthaler
19875.jpg	train	portrait	Baroque	Aleksey Antropov
19876.jpg	train	abstract	Native Art	Johnny Warangkula Tjupurrula
19877.jpg	train	portrait	Rococo	Pietro Longhi
19878.jpg	train	landscape	Impressionism	Gustave Caillebotte
19879.jpg	train	portrait	Realism	Pavel Fedotov
19880.jpg	train	abstract	Op Art	Jesus Rafael Soto
19881.jpg	train	portrait	Impressionism	Edgar Degas
19882.jpg	train	portrait	Romanticism	Charles Turner
19883.jpg	train	landscape	Fauvism	Piet Mondrian
19884.jpg	train	landscape	Art Nouveau (Modern)	Ivan Bilibin
19885.jpg	train	abstract	Color Field Painting	Gene Davis
19886.jpg	train	landscape	Cubism	Paul Cezanne
19887.jpg	train	portrait	Art Nouveau (Modern)	Felix Vallotton 
19888.jpg	train	landscape	Impressionism	Robert Julian Onderdonk
19889.jpg	train	abstract	Expressionism	O. Louis Guglielmi
19890.jpg	train	portrait	Realism	Ivan Kramskoy
19891.jpg	train	self-portrait	Neo-baroque	Giorgio de Chirico
19892.jpg	train	portrait	Romanticism	Thomas Lawrence
19893.jpg	train	abstract	Op Art	Omar Rayo
19894.jpg	train	portrait	Pointillism	Henri-Edmond Cross
19895.jpg	train	abstract		Bram Bogart
19896.jpg	train	landscape	Romanticism	Joseph Wright
19897.jpg	train	portrait	High Renaissance	Titian
19898.jpg	train	portrait	Rococo	George Romney
19899.jpg	train	portrait	Neo-baroque	Giorgio de Chirico
19900.jpg	train	abstract	Abstract Expressionism	Louis Schanker
19901.jpg	train	abstract	Op Art	Henryk Berlewi
19902.jpg	train	portrait	Expressionism	Egon Schiele
19903.jpg	train	self-portrait	Art Nouveau (Modern)	Heorhiy Narbut
19904.jpg	train	landscape	Magic Realism	Eyvind Earle
19905.jpg	train	landscape	Contemporary Realism	Fairfield Porter
19906.jpg	train	portrait	Northern Renaissance	Lucas Cranach the Elder
19907.jpg	train	landscape	Luminism	Albert Bierstadt
19908.jpg	train	landscape	Realism	Ivan Shishkin
19909.jpg	train	landscape	Shin-hanga	Asano Takeji
19910.jpg	train	abstract	Abstract Expressionism	John Ferren
19911.jpg	train	landscape	Impressionism	Theo van Rysselberghe
19912.jpg	train	portrait	Fauvism	Kees van Dongen
19913.jpg	train	portrait	Rococo	Thomas Gainsborough
19914.jpg	train	portrait	Neoclassicism	Jean Auguste Dominique Ingres
19915.jpg	train	abstract	Constructivism	Ramirez Villamizar
19916.jpg	train	landscape	Romanticism	David Johnson
19917.jpg	train	landscape	Fauvism	Konstantinos Parthenis
19918.jpg	train	landscape	Impressionism	Claude Monet
19919.jpg	train	landscape	Realism	Johan Hendrik Weissenbruch
19920.jpg	train	portrait	Symbolism	Roger de La Fresnaye
19921.jpg	train	portrait	Realism	Constantin Guys
19922.jpg	train	abstract	Abstract Expressionism	Nathan Oliveira
19923.jpg	train	portrait	Romanticism	Orest Kiprensky
19924.jpg	train	portrait	Expressionism	August Macke
19925.jpg	train	landscape	Impressionism	Isaac Levitan
19926.jpg	train	portrait	Post-Impressionism	Vanessa Bell
19927.jpg	train	abstract	Lyrical Abstraction	Pierre Tal-Coat
19928.jpg	train	portrait	Romanticism	Karl Bryullov
19929.jpg	train	abstract		Bram Bogart
19930.jpg	train	self-portrait	Realism	Wilhelm Trubner
19931.jpg	train	self-portrait	Expressionism	Edvard Munch
19932.jpg	train	portrait	Cloisonnism	Paul Gauguin
19933.jpg	train	portrait	Post-Impressionism	Henri de Toulouse-Lautrec
19934.jpg	train	portrait	Impressionism	Edouard Manet
19935.jpg	train	abstract	Art Informel	Albert Rafols-Casamada
19936.jpg	train	portrait	Naïve Art (Primitivism)	Niko Pirosmani
19937.jpg	train	landscape	Romanticism	Thomas Hill
19938.jpg	train	landscape	Naïve Art (Primitivism)	Ivan Generalic
19939.jpg	train	abstract	Spatialism	Rodolfo Arico
19940.jpg	train	landscape	Impressionism	John Henry Twachtman
19941.jpg	train	landscape	Art Informel	Nicolas de Staël
19942.jpg	train	abstract	Art Informel	Francis Bott
19943.jpg	train	landscape	Realism	Camille Corot
19944.jpg	train	abstract	Concretism	Leon Arthur Tutundjian
19945.jpg	train	abstract	Surrealism	Joan Miro
19946.jpg	train	abstract	Neoplasticism	Georges Vantongerloo
19947.jpg	train	abstract	Minimalism	Agnes Martin
19948.jpg	train	abstract	Abstract Expressionism	Terry Frost
19949.jpg	train	portrait	Expressionism	Amedeo Modigliani
19950.jpg	train	portrait	Romanticism	David Scott
19951.jpg	train	portrait	Impressionism	Pierre-Auguste Renoir
19952.jpg	train	abstract	Op Art	Sol LeWitt
19953.jpg	train	portrait	Romanticism	Thomas Lawrence
19954.jpg	train	abstract	Abstract Art	Josef Albers
19955.jpg	train	portrait	Neoclassicism	John Singleton Copley
19956.jpg	train	landscape	Romanticism	Lev Lagorio
19957.jpg	train	portrait	Neoclassicism	John William Godward
19958.jpg	train	abstract	Hard Edge Painting	Ward Jackson
19959.jpg	train	portrait	Expressionism	Max Bill
19960.jpg	train	abstract	Suprematism	Lyubov Popova
19961.jpg	train	landscape	Realism	Ivan Shishkin
19962.jpg	train	abstract	Concretism	Lygia Pape
19963.jpg	train	landscape	Surrealism	Jacques Hérold
19964.jpg	train	abstract	Concretism	Gunter Fruhtrunk
19965.jpg	train	landscape	Impressionism	John Henry Twachtman
19966.jpg	train	portrait	Ukiyo-e	Utagawa Kuniyoshi
19967.jpg	train	portrait	Expressionism	Lucian Freud
19968.jpg	train	abstract	Color Field Painting	Doug Ohlson
19969.jpg	train	portrait	Expressionism	Bernard Buffet
19970.jpg	train	portrait	Expressionism	Yasuo Kuniyoshi
19971.jpg	train	landscape	Realism	Nikolay Bogdanov-Belsky
19972.jpg	train	abstract	Abstract Art	Janos Mattis-Teutsch
19973.jpg	train	landscape		Samuel Peploe
19974.jpg	train	landscape	Realism	Ivan Shishkin
19975.jpg	train	portrait	Romanticism	George Stubbs
19976.jpg	train	abstract	Lyrical Abstraction	Gustave Singier
19977.jpg	train	landscape	Rococo	George Lambert
19978.jpg	train	portrait	Fauvism	Milton Avery
19979.jpg	train	portrait	Rococo	George Romney
19980.jpg	train	landscape	Impressionism	John Singer Sargent
19981.jpg	train	landscape	Tonalism	Edward Mitchell Bannister
19982.jpg	train	portrait	Northern Renaissance	Albrecht Durer
19983.jpg	train	landscape	Impressionism	Guy Rose
19984.jpg	train	portrait	Cubism	Fernand Leger
19985.jpg	train	portrait	Japonism	Paul Gauguin
19986.jpg	train	portrait	Rococo	Allan Ramsay
19987.jpg	train	landscape	Surrealism	Zdislav Beksinski
19988.jpg	train	landscape	Abstract Expressionism	Arthur Pinajian
19989.jpg	train	portrait	Expressionism	Yiannis Moralis
19990.jpg	train	landscape	Realism	Charles-Francois Daubigny
19991.jpg	train	portrait	Realism	Vasily Polenov
19992.jpg	train	portrait	Impressionism	William Merritt Chase
19993.jpg	train	landscape	Magic Realism	Eric Ravilious
19994.jpg	train	portrait	Expressionism	Chaim Soutine
19995.jpg	train	self-portrait	Ink and wash painting	Chen Hongshou
19996.jpg	train	portrait	Expressionism	Boris Grigoriev
19997.jpg	train	landscape	Post-Impressionism	Roger Bissière
19998.jpg	train	abstract	Abstract Expressionism	Alfred Jensen
19999.jpg	train	landscape	Baroque	Esaias van de Velde
20000.jpg	train	abstract	Abstract Expressionism	Sam Francis
20001.jpg	train	landscape	Divisionism	Jean Metzinger
20002.jpg	train	landscape	Luminism	Albert Bierstadt
20003.jpg	train	portrait	Impressionism	James Tissot
20004.jpg	train	landscape	Realism	Isaac Levitan
20005.jpg	train	landscape	Impressionism	Stefan Dimitrescu
20006.jpg	train	portrait	Impressionism	William Merritt Chase
20007.jpg	train	abstract	Lyrical Abstraction	Jean Messagier
20008.jpg	train	landscape	Expressionism	William H. Johnson
20009.jpg	train	portrait	Ukiyo-e	Kitagawa Utamaro
20010.jpg	train	abstract	Op Art	Thomas Downing
20011.jpg	train	portrait	Realism	Felix Vallotton 
20012.jpg	train	landscape	Realism	Camille Corot
20013.jpg	train	landscape	Mannerism (Late Renaissance)	Paolo Veronese
20014.jpg	train	portrait	Art Nouveau (Modern)	Raphael Kirchner
20015.jpg	train	portrait	Realism	Mihaly Munkacsy
20016.jpg	train	portrait	American Realism	Robert Henri
20017.jpg	train	portrait	Expressionism	Helene Schjerfbeck
20018.jpg	train	abstract	Abstract Art	Michel Seuphor
20019.jpg	train	portrait	Expressionism	Nicolae Tonitza
20020.jpg	train	portrait	Neoclassicism	John William Godward
20021.jpg	train	landscape	Ukiyo-e	Shibata Zeshin
20022.jpg	train	portrait	Impressionism	Mary Cassatt
20023.jpg	train	abstract	Dada	Julius Evola
20024.jpg	train	abstract	Abstract Art	David Kakabadze
20025.jpg	train	landscape	Post-Impressionism	Paul Cezanne
20026.jpg	train	portrait	Rococo	George Romney
20027.jpg	train	landscape	Romanticism	Eugene von Guerard
20028.jpg	train	portrait	Rococo	Charles Willson Peale
20029.jpg	train	portrait	Romanticism	Orest Kiprensky
20030.jpg	train	portrait	Neoclassicism	Domingos Sequeira
20031.jpg	train	portrait	Romanticism	Thomas Lawrence
20032.jpg	train	abstract	Abstract Expressionism	Rodolfo Arico
20033.jpg	train	portrait	Academicism	Eugene de Blaas
20034.jpg	train	landscape	Northern Renaissance	Pieter Bruegel the Elder
20035.jpg	train	portrait	Realism	Vasily Tropinin
20036.jpg	train	landscape	Romanticism	Eugene von Guerard
20037.jpg	train	abstract	Art Informel	Bice Lazzari
20038.jpg	train	self-portrait	Neo-Dada	Dieter Roth
20039.jpg	train	landscape	Romanticism	Arnold Böcklin
20040.jpg	train	portrait	Impressionism	Pierre-Auguste Renoir
20041.jpg	train	landscape	Realism	Arkhip Kuindzhi
20042.jpg	train	portrait	Post-Impressionism	Augustus John
20043.jpg	train	landscape	Surrealism	Rene Magritte
20044.jpg	train	portrait	Academicism	Paul Delaroche
20045.jpg	train	abstract	Abstract Expressionism	William Congdon
20046.jpg	train	landscape	Realism	Ivan Shishkin
20047.jpg	train	self-portrait	Divisionism	Umberto Boccioni
20048.jpg	train	self-portrait	Classicism	Nicolas Poussin
20049.jpg	train	landscape	Impressionism	Alfred Sisley
20050.jpg	train	abstract	Art Informel	Jean Rene Bazaine
20051.jpg	train	portrait	Romanticism	Thomas Lawrence
20052.jpg	train	landscape	Symbolism	Jozsef Rippl-Ronai
20053.jpg	train	portrait	Realism	Giovanni Boldini
20054.jpg	train	abstract	Abstract Expressionism	Nathan Oliveira
20055.jpg	train	landscape	Realism	Ilya Repin
20056.jpg	train	landscape	Impressionism	Gustave Caillebotte
20057.jpg	train	abstract	Abstract Expressionism	Cy Twombly
20058.jpg	train	portrait	Naïve Art (Primitivism)	Kateryna Bilokur
20059.jpg	train	portrait	Post-Impressionism	Candido Portinari
20060.jpg	train	portrait	Realism	John Everett Millais
20061.jpg	train	portrait	Romanticism	Karl Bryullov
20062.jpg	train	portrait	Neoclassicism	John William Godward
20063.jpg	train	portrait	Realism	George Henry
20064.jpg	train	portrait	Impressionism	William Merritt Chase
20065.jpg	train	portrait	Realism	Camille Corot
20066.jpg	train	portrait	Neo-Rococo	Franz Xaver Winterhalter
20067.jpg	train	portrait	Realism	John Singer Sargent
20068.jpg	train	portrait	Romanticism	Anne-Louis Girodet
20069.jpg	train	self-portrait	Romanticism	Francisco Goya
20070.jpg	train	portrait	Baroque	Rembrandt
20071.jpg	train	portrait		Joshua Reynolds
20072.jpg	train	abstract	Abstract Art	Clyfford Still
20073.jpg	train	landscape	Cubism	Ben Nicholson
20074.jpg	train	landscape	Impressionism	Alfred Sisley
20075.jpg	train	portrait	Neo-Dada	Enrico Baj
20076.jpg	train	portrait	Realism	Mikhail Nesterov
20077.jpg	train	portrait	Baroque	Diego Velazquez
20078.jpg	train	portrait	Expressionism	Egon Schiele
20079.jpg	train	landscape	Baroque	Peter Paul Rubens
20080.jpg	train	portrait	Romanticism	Henryk Siemiradzki
20081.jpg	train	landscape	Realism	Aleksey Savrasov
20082.jpg	train	portrait	Impressionism	Giovanni Boldini
20083.jpg	train	portrait	Post-Impressionism	Auguste Herbin
20084.jpg	train	landscape	Cubism	Amadeo de Souza-Cardoso
20085.jpg	train	abstract	Dada	Georges Ribemont-Dessaignes
20086.jpg	train	abstract	Color Field Painting	Esteban Vicente
20087.jpg	train	self-portrait	Realism	M.C. Escher
20088.jpg	train	portrait	Baroque	John Riley
20089.jpg	train	portrait	Realism	Ilya Repin
20090.jpg	train	landscape	Impressionism	Benjamin Brown
20091.jpg	train	portrait	Romanticism	Thomas Sully
20092.jpg	train	portrait	Impressionism	Mary Cassatt
20093.jpg	train	landscape	Realism	Aleksey Savrasov
20094.jpg	train	portrait	Realism	Pavel Fedotov
20095.jpg	train	portrait	Realism	James McNeill Whistler
20096.jpg	train	landscape	Post-Impressionism	Paul Cezanne
20097.jpg	train	landscape	Realism	Camille Corot
20098.jpg	train	portrait	Expressionism	George Mavroides
20099.jpg	train	landscape	Realism	Fyodor Vasilyev
20100.jpg	train	portrait	Romanticism	Andrei Ryabushkin
20101.jpg	train	abstract	Art Informel	Lilia Carrillo
20102.jpg	train	abstract	Surrealism	Boris Margo
20103.jpg	train	portrait	Realism	Vasily Surikov
20104.jpg	train	portrait	Northern Renaissance	Lucas Cranach the Elder
20105.jpg	train	abstract	Abstract Art	Victor Vasarely
20106.jpg	train	abstract	Tachisme	Georges Mathieu
20107.jpg	train	portrait	Expressionism	Lucian Freud
20108.jpg	train	portrait	Academicism	Eugene de Blaas
20109.jpg	train	abstract	Hard Edge Painting	Terry Frost
20110.jpg	train	landscape	Impressionism	Konstantin Korovin
20111.jpg	train	landscape	Impressionism	Pierre-Auguste Renoir
20112.jpg	train	portrait	Verism	Otto Dix
20113.jpg	train	landscape	Romanticism	William Turner
20114.jpg	train	landscape	Tonalism	John Henry Twachtman
20115.jpg	train	portrait	Impressionism	Childe Hassam
20116.jpg	train	self-portrait	Fauvism	Theo van Doesburg
20117.jpg	train	landscape	Art Nouveau (Modern)	Gustav Klimt
20118.jpg	train	portrait	Romanticism	Konstantin Makovsky
20119.jpg	train	self-portrait	Realism	Jean-Francois Millet
20120.jpg	train	abstract	Concretism	Robert Strubin
20121.jpg	train	portrait	Expressionism	Pablo Picasso
20122.jpg	train	abstract	Lettrism	Alighiero Boetti
20123.jpg	train	landscape	Impressionism	Firmin Baes
20124.jpg	train	abstract	Op Art	Martha Boto
20125.jpg	train	abstract	Cubism	Willi Baumeister
20126.jpg	train	landscape	Pointillism	Camille Pissarro
20127.jpg	train	abstract	Tachisme	Alexandre Istrati
20128.jpg	train	portrait	Pop Art	Roy Lichtenstein
20129.jpg	train	portrait	Post-Impressionism	Francisc Sirato
20130.jpg	train	abstract	Pop Art	Burhan Dogancay
20131.jpg	train	abstract	New Casualism	Raoul De Keyser
20132.jpg	train	landscape	Impressionism	Tom Roberts
20133.jpg	train	portrait	Realism	Ilya Repin
20134.jpg	train	landscape	Naïve Art (Primitivism)	Radi Nedelchev
20135.jpg	train	abstract	Art Informel	Joan Hernandez Pijuan
20136.jpg	train	portrait	Romanticism	William Holman Hunt
20137.jpg	train	landscape	Impressionism	Camille Pissarro
20138.jpg	train	portrait	Post-Impressionism	Rafael Zabaleta
20139.jpg	train	portrait	Realism	Ferdinand Hodler
20140.jpg	train	abstract	Op Art	Thomas Downing
20141.jpg	train	abstract	Lyrical Abstraction	Pierre Tal-Coat
20142.jpg	train	landscape	Impressionism	T. C. Steele
20143.jpg	train	landscape	Luminism	Albert Bierstadt
20144.jpg	train	abstract	Lyrical Abstraction	Jean Messagier
20145.jpg	train	landscape	Impressionism	John Singer Sargent
20146.jpg	train	landscape	Neoclassicism	Abraham van Strij
20147.jpg	train	landscape	Magic Realism	Eric Ravilious
20148.jpg	train	landscape	Luminism	Albert Bierstadt
20149.jpg	train	landscape	Luminism	Albert Bierstadt
20150.jpg	train	portrait	Rococo	Maurice Quentin de La Tour
20151.jpg	train	landscape	Impressionism	Claude Monet
20152.jpg	train	landscape	Realism	Camille Corot
20153.jpg	train	abstract	Art Informel	Maurice Esteve
20154.jpg	train	portrait	Impressionism	Victor Borisov-Musatov
20155.jpg	train	portrait	Neoclassicism	John Singleton Copley
20156.jpg	train	portrait	Pop Art	Roy Lichtenstein
20157.jpg	train	landscape	Realism	Ivan Shishkin
20158.jpg	train	landscape	Symbolism	Nicholas Roerich
20159.jpg	train	abstract	Surrealism	Dolfi Trost
20160.jpg	train	landscape	Ukiyo-e	Hiroshige
20161.jpg	train	abstract	Lyrical Abstraction	Pierre Tal-Coat
20162.jpg	train	landscape	Impressionism	Camille Pissarro
20163.jpg	train	abstract	Abstract Expressionism	Terry Frost
20164.jpg	train	abstract	Color Field Painting	Piero Dorazio
20165.jpg	train	portrait	Neoclassicism	Jean Auguste Dominique Ingres
20166.jpg	train	portrait	Cubism	Jose de Almada-Negreiros
20167.jpg	train	abstract	Expressionism	Nikos Nikolaou
20168.jpg	train	landscape	Tonalism	Leon Dabo
20169.jpg	train	portrait	Symbolism	George Washington Lambert
20170.jpg	train	landscape	Magic Realism	Eyvind Earle
20171.jpg	train	portrait	Post-Impressionism	Arthur Beecher Carles
20172.jpg	train	self-portrait	Baroque	Rembrandt
20173.jpg	train	abstract	Art Informel	Maurice Esteve
20174.jpg	train	abstract	Minimalism	Moshe Kupferman
20175.jpg	train	abstract	Abstract Expressionism	Theodoros Stamos
